msoa,org_code,sector,occupied_beds,available_beds,postcode,latitude,longitude
E02000100,R1K,General & Acute,913.888889,924.255556,HA13UJ,51.575407,-0.322037
E02000100,R1K,Mental Illness,0,0,HA13UJ,51.575407,-0.322037
E02000100,R1K,Maternity,31.933333,68,HA13UJ,51.575407,-0.322037
E02000100,R1K,Learning Disabilities,0,0,HA13UJ,51.575407,-0.322037
E02000173,RAL,General & Acute,854.388889,1049.566667,NW32QG,51.553224,-0.165324
E02000173,RAL,Mental Illness,0.433333,0.433333,NW32QG,51.553224,-0.165324
E02000173,RAL,Maternity,34.577778,83,NW32QG,51.553224,-0.165324
E02000173,RAL,Learning Disabilities,0,0,NW32QG,51.553224,-0.165324
E02000184,TAF,Mental Illness,176.855556,192.2,NW10PE,51.53665,-0.131658
E02000184,TAF,Maternity,0,0,NW10PE,51.53665,-0.131658
E02000184,TAF,Learning Disabilities,0,0,NW10PE,51.53665,-0.131658
E02000184,TAF,General & Acute,0,0,NW10PE,51.53665,-0.131658
E02000186,RRV,Mental Illness,7.122222,10.622222,NW12PG,51.525735,-0.137409
E02000186,RRV,Maternity,42.111111,81.2,NW12PG,51.525735,-0.137409
E02000186,RRV,Learning Disabilities,0,0,NW12PG,51.525735,-0.137409
E02000186,RRV,General & Acute,549.5,588.577778,NW12PG,51.525735,-0.137409
E02000186,RV3,Mental Illness,555.544444,620.244444,NW13AX,51.524345,-0.142166
E02000186,RV3,Maternity,0,0,NW13AX,51.524345,-0.142166
E02000186,RV3,Learning Disabilities,7.044444,13,NW13AX,51.524345,-0.142166
E02000186,RV3,General & Acute,72.877778,75,NW13AX,51.524345,-0.142166
E02000192,RP4,Mental Illness,5.044444,6.877778,WC1N3JH,51.52221,-0.119924
E02000192,RP4,Maternity,0,0,WC1N3JH,51.52221,-0.119924
E02000192,RP4,Learning Disabilities,0,0,WC1N3JH,51.52221,-0.119924
E02000192,RP4,General & Acute,224.722222,277.877778,WC1N3JH,51.52221,-0.119924
E02000208,RJ6,Mental Illness,0,0,CR77YE,51.389128,-0.108758
E02000208,RJ6,Maternity,42.466667,58,CR77YE,51.389128,-0.108758
E02000208,RJ6,Learning Disabilities,0,0,CR77YE,51.389128,-0.108758
E02000208,RJ6,General & Acute,462.777778,468.511111,CR77YE,51.389128,-0.108758
E02000266,RKL,Mental Illness,595.088889,682,UB24SD,51.506315,-0.358547
E02000266,RKL,Maternity,0,0,UB24SD,51.506315,-0.358547
E02000266,RKL,Learning Disabilities,0,0,UB24SD,51.506315,-0.358547
E02000266,RKL,General & Acute,55.777778,69.177778,UB24SD,51.506315,-0.358547
E02000363,RQX,Mental Illness,0,0,E96SR,51.550634,-0.046099
E02000363,RQX,Maternity,25.577778,41,E96SR,51.550634,-0.046099
E02000363,RQX,Learning Disabilities,0,0,E96SR,51.550634,-0.046099
E02000363,RQX,General & Acute,240.555556,287.8,E96SR,51.550634,-0.046099
E02000423,RRP,Mental Illness,516.866667,522.688889,N153TH,51.580625,-0.092097
E02000423,RRP,Maternity,0,0,N153TH,51.580625,-0.092097
E02000423,RRP,Learning Disabilities,0,0,N153TH,51.580625,-0.092097
E02000423,RRP,General & Acute,0,0,N153TH,51.580625,-0.092097
E02000433,RAN,General & Acute,85.1,151.122222,HA74LP,51.632566,-0.310435
E02000433,RAN,Mental Illness,0,0,HA74LP,51.632566,-0.310435
E02000433,RAN,Maternity,0,0,HA74LP,51.632566,-0.310435
E02000433,RAN,Learning Disabilities,0,0,HA74LP,51.632566,-0.310435
E02000480,RF4,Mental Illness,0,0,RM70AG,51.568647,0.179031
E02000480,RF4,Maternity,51.311111,62,RM70AG,51.568647,0.179031
E02000480,RF4,Learning Disabilities,0,0,RM70AG,51.568647,0.179031
E02000480,RF4,General & Acute,796.055556,891.777778,RM70AG,51.568647,0.179031
E02000491,RAT,Mental Illness,196.588889,228.577778,RM138GQ,51.518578,0.171162
E02000491,RAT,Maternity,0,0,RM138GQ,51.518578,0.171162
E02000491,RAT,Learning Disabilities,8.411111,12,RM138GQ,51.518578,0.171162
E02000491,RAT,General & Acute,146.966667,174.555556,RM138GQ,51.518578,0.171162
E02000510,RAS,General & Acute,331.311111,385.111111,UB83NN,51.526077,-0.461175
E02000510,RAS,Mental Illness,0,0,UB83NN,51.526077,-0.461175
E02000510,RAS,Maternity,21.077778,71,UB83NN,51.526077,-0.461175
E02000510,RAS,Learning Disabilities,0,0,UB83NN,51.526077,-0.461175
