msoa,org_code,sector,occupied_beds,available_beds,postcode,latitude,longitude
E02000100,R1K,Learning Disabilities,0,0,HA13UJ,51.575407,-0.322037
E02000100,R1K,General & Acute,915.271739,939.347826,HA13UJ,51.575407,-0.322037
E02000100,R1K,Mental Illness,0,0,HA13UJ,51.575407,-0.322037
E02000100,R1K,Maternity,31.413043,68,HA13UJ,51.575407,-0.322037
E02000173,RAL,Learning Disabilities,0,0,NW32QG,51.553224,-0.165324
E02000173,RAL,General & Acute,845.880435,1019.771739,NW32QG,51.553224,-0.165324
E02000173,RAL,Mental Illness,0.228261,0.228261,NW32QG,51.553224,-0.165324
E02000173,RAL,Maternity,38.423913,83,NW32QG,51.553224,-0.165324
E02000184,TAF,Learning Disabilities,0,0,NW10PE,51.53665,-0.131658
E02000184,TAF,General & Acute,0,0,NW10PE,51.53665,-0.131658
E02000184,TAF,Mental Illness,175.76087,188,NW10PE,51.53665,-0.131658
E02000184,TAF,Maternity,0,0,NW10PE,51.53665,-0.131658
E02000186,RRV,Learning Disabilities,0,0,NW12PG,51.525735,-0.137409
E02000186,RRV,General & Acute,584.597826,629.869565,NW12PG,51.525735,-0.137409
E02000186,RRV,Mental Illness,7.728261,11.532609,NW12PG,51.525735,-0.137409
E02000186,RRV,Maternity,44.826087,76.543478,NW12PG,51.525735,-0.137409
E02000186,RV3,Learning Disabilities,7.26087,12.73913,NW13AX,51.524345,-0.142166
E02000186,RV3,General & Acute,68.684783,74.413043,NW13AX,51.524345,-0.142166
E02000186,RV3,Mental Illness,544.880435,631,NW13AX,51.524345,-0.142166
E02000186,RV3,Maternity,0,0,NW13AX,51.524345,-0.142166
E02000192,RP4,Learning Disabilities,0,0,WC1N3JH,51.52221,-0.119924
E02000192,RP4,General & Acute,162,196.836957,WC1N3JH,51.52221,-0.119924
E02000192,RP4,Mental Illness,4.793478,7.043478,WC1N3JH,51.52221,-0.119924
E02000192,RP4,Maternity,0,0,WC1N3JH,51.52221,-0.119924
E02000208,RJ6,Learning Disabilities,0,0,CR77YE,51.389128,-0.108758
E02000208,RJ6,General & Acute,416.717391,449.706522,CR77YE,51.389128,-0.108758
E02000208,RJ6,Mental Illness,0,0,CR77YE,51.389128,-0.108758
E02000208,RJ6,Maternity,47.836957,57.369565,CR77YE,51.389128,-0.108758
E02000266,RKL,Learning Disabilities,0,0,UB24SD,51.506315,-0.358547
E02000266,RKL,General & Acute,54,70,UB24SD,51.506315,-0.358547
E02000266,RKL,Mental Illness,599.445652,694,UB24SD,51.506315,-0.358547
E02000266,RKL,Maternity,0,0,UB24SD,51.506315,-0.358547
E02000363,RQX,Learning Disabilities,0,0,E96SR,51.550634,-0.046099
E02000363,RQX,General & Acute,246.130435,279.98913,E96SR,51.550634,-0.046099
E02000363,RQX,Mental Illness,0,0,E96SR,51.550634,-0.046099
E02000363,RQX,Maternity,26.402174,40.554348,E96SR,51.550634,-0.046099
E02000423,RRP,Learning Disabilities,0,0,N153TH,51.580625,-0.092097
E02000423,RRP,General & Acute,0,0,N153TH,51.580625,-0.092097
E02000423,RRP,Mental Illness,505.054348,512,N153TH,51.580625,-0.092097
E02000423,RRP,Maternity,0,0,N153TH,51.580625,-0.092097
E02000433,RAN,Learning Disabilities,0,0,HA74LP,51.632566,-0.310435
E02000433,RAN,General & Acute,89.967391,147.608696,HA74LP,51.632566,-0.310435
E02000433,RAN,Mental Illness,0,0,HA74LP,51.632566,-0.310435
E02000433,RAN,Maternity,0,0,HA74LP,51.632566,-0.310435
E02000480,RF4,Learning Disabilities,0,0,RM70AG,51.568647,0.179031
E02000480,RF4,General & Acute,886.858696,938.695652,RM70AG,51.568647,0.179031
E02000480,RF4,Mental Illness,0,0,RM70AG,51.568647,0.179031
E02000480,RF4,Maternity,67.282609,67.282609,RM70AG,51.568647,0.179031
E02000491,RAT,Learning Disabilities,8.5,12,RM138GQ,51.518578,0.171162
E02000491,RAT,General & Acute,133.880435,159.98913,RM138GQ,51.518578,0.171162
E02000491,RAT,Mental Illness,205.891304,228.98913,RM138GQ,51.518578,0.171162
E02000491,RAT,Maternity,0,0,RM138GQ,51.518578,0.171162
E02000510,RAS,Learning Disabilities,0,0,UB83NN,51.526077,-0.461175
E02000510,RAS,General & Acute,286.206522,321.228261,UB83NN,51.526077,-0.461175
E02000510,RAS,Mental Illness,0,0,UB83NN,51.526077,-0.461175
E02000510,RAS,Maternity,20.282609,35,UB83NN,51.526077,-0.461175
E02000557,RKE,Learning Disabilities,0,0,N195NF,51.566482,-0.139066
E02000557,RKE,General & Acute,226.815217,248,N195NF,51.566482,-0.139066
E02000557,RKE,Mental Illness,10.01087,12,N195NF,51.566482,-0.139066
E02000557,RKE,Maternity,23.228261,52,N195NF,51.566482,-0.139066
E02000576,RP6,Learning Disabilities,0,0,EC1V2PD,51.527246,-0.089889
E02000576,RP6,General & Acute,3.347826,9.043478,EC1V2PD,51.527246,-0.089889
E02000576,RP6,Mental Illness,0,0,EC1V2PD,51.527246,-0.089889
E02000576,RP6,Maternity,0,0,EC1V2PD,51.527246,-0.089889
E02000595,RPY,Learning Disabilities,0,0,SW36JJ,51.490561,-0.172565
E02000595,RPY,General & Acute,177.336957,198.01087,SW36JJ,51.490561,-0.172565
E02000595,RPY,Mental Illness,0,0,SW36JJ,51.490561,-0.172565
E02000595,RPY,Maternity,0,0,SW36JJ,51.490561,-0.172565
E02000596,RQM,Learning Disabilities,0,0,SW109NH,51.484308,-0.181644
E02000596,RQM,General & Acute,705.815217,709,SW109NH,51.484308,-0.181644
E02000596,RQM,Mental Illness,0,0,SW109NH,51.484308,-0.181644
E02000596,RQM,Maternity,60.630435,120,SW109NH,51.484308,-0.181644
E02000600,RAX,Learning Disabilities,0,0,KT27QB,51.414826,-0.282601
E02000600,RAX,General & Acute,349.858696,401,KT27QB,51.414826,-0.282601
E02000600,RAX,Mental Illness,0,0,KT27QB,51.414826,-0.282601
E02000600,RAX,Maternity,42.043478,55,KT27QB,51.414826,-0.282601
E02000631,RJZ,Learning Disabilities,0,0,SE59RS,51.468077,-0.093916
E02000631,RJZ,General & Acute,"1,257",1322.402174,SE59RS,51.468077,-0.093916
E02000631,RJZ,Mental Illness,0,0,SE59RS,51.468077,-0.093916
E02000631,RJZ,Maternity,65.554348,119,SE59RS,51.468077,-0.093916
E02000841,RVR,Learning Disabilities,0,0,SM51AA,51.380188,-0.183708
E02000841,RVR,General & Acute,573.923913,703.369565,SM51AA,51.380188,-0.183708
E02000841,RVR,Mental Illness,0,0,SM51AA,51.380188,-0.183708
E02000841,RVR,Maternity,32.043478,95,SM51AA,51.380188,-0.183708
E02000880,R1H,Learning Disabilities,0,0,E12ES,51.517167,-0.05605
E02000880,R1H,General & Acute,"1,311",1594.869565,E12ES,51.517167,-0.05605
E02000880,R1H,Mental Illness,0,0,E12ES,51.517167,-0.05605
E02000880,R1H,Maternity,113.913043,195,E12ES,51.517167,-0.05605
