msoa,org_code,sector,occupied_beds,available_beds,postcode,latitude,longitude
E02000100,R1K,General & Acute,685.228261,862.98913,HA13UJ,51.575407,-0.322037
E02000100,R1K,Maternity,28.01087,68,HA13UJ,51.575407,-0.322037
E02000100,R1K,Learning Disabilities,0,0,HA13UJ,51.575407,-0.322037
E02000100,R1K,Mental Illness,0,0,HA13UJ,51.575407,-0.322037
E02000173,RAL,General & Acute,682.347826,889.467391,NW32QG,51.553224,-0.165324
E02000173,RAL,Maternity,31.402174,83,NW32QG,51.553224,-0.165324
E02000173,RAL,Learning Disabilities,0,0,NW32QG,51.553224,-0.165324
E02000173,RAL,Mental Illness,1.771739,1.771739,NW32QG,51.553224,-0.165324
E02000184,TAF,Learning Disabilities,0,0,NW10PE,51.53665,-0.131658
E02000184,TAF,Mental Illness,172.869565,193,NW10PE,51.53665,-0.131658
E02000184,TAF,Maternity,0,0,NW10PE,51.53665,-0.131658
E02000184,TAF,General & Acute,0,0,NW10PE,51.53665,-0.131658
E02000186,RRV,Maternity,46.728261,82.891304,NW12PG,51.525735,-0.137409
E02000186,RRV,Learning Disabilities,0,0,NW12PG,51.525735,-0.137409
E02000186,RRV,Mental Illness,6.163043,11.652174,NW12PG,51.525735,-0.137409
E02000186,RRV,General & Acute,471.597826,679.434783,NW12PG,51.525735,-0.137409
E02000186,RV3,Maternity,0,0,NW13AX,51.524345,-0.142166
E02000186,RV3,Learning Disabilities,9.858696,20.880435,NW13AX,51.524345,-0.142166
E02000186,RV3,Mental Illness,586.23913,636.456522,NW13AX,51.524345,-0.142166
E02000186,RV3,General & Acute,66.304348,75.054348,NW13AX,51.524345,-0.142166
E02000192,RP4,Maternity,0,0,WC1N3JH,51.52221,-0.119924
E02000192,RP4,Learning Disabilities,0,0,WC1N3JH,51.52221,-0.119924
E02000192,RP4,Mental Illness,4.184783,7,WC1N3JH,51.52221,-0.119924
E02000192,RP4,General & Acute,188.695652,304.108696,WC1N3JH,51.52221,-0.119924
E02000208,RJ6,Maternity,38.23913,61,CR77YE,51.389128,-0.108758
E02000208,RJ6,Learning Disabilities,0,0,CR77YE,51.389128,-0.108758
E02000208,RJ6,Mental Illness,0,0,CR77YE,51.389128,-0.108758
E02000208,RJ6,General & Acute,342.771739,404.597826,CR77YE,51.389128,-0.108758
E02000266,RKL,Maternity,0,0,UB24SD,51.506315,-0.358547
E02000266,RKL,Learning Disabilities,0,0,UB24SD,51.506315,-0.358547
E02000266,RKL,Mental Illness,574.521739,675.369565,UB24SD,51.506315,-0.358547
E02000266,RKL,General & Acute,54.108696,70,UB24SD,51.506315,-0.358547
E02000363,RQX,Maternity,26.956522,41,E96SR,51.550634,-0.046099
E02000363,RQX,Learning Disabilities,0,0,E96SR,51.550634,-0.046099
E02000363,RQX,Mental Illness,0,0,E96SR,51.550634,-0.046099
E02000363,RQX,General & Acute,162.608696,267.119565,E96SR,51.550634,-0.046099
E02000423,RRP,Maternity,0,0,N153TH,51.580625,-0.092097
E02000423,RRP,Learning Disabilities,0,0,N153TH,51.580625,-0.092097
E02000423,RRP,Mental Illness,470.336957,492.652174,N153TH,51.580625,-0.092097
E02000423,RRP,General & Acute,0,0,N153TH,51.580625,-0.092097
E02000433,RAN,General & Acute,84.98913,129.630435,HA74LP,51.632566,-0.310435
E02000433,RAN,Maternity,0,0,HA74LP,51.632566,-0.310435
E02000433,RAN,Learning Disabilities,0,0,HA74LP,51.632566,-0.310435
E02000433,RAN,Mental Illness,0,0,HA74LP,51.632566,-0.310435
E02000480,RF4,Maternity,47.271739,62,RM70AG,51.568647,0.179031
E02000480,RF4,Learning Disabilities,0,0,RM70AG,51.568647,0.179031
E02000480,RF4,Mental Illness,0,0,RM70AG,51.568647,0.179031
E02000480,RF4,General & Acute,672.586957,924,RM70AG,51.568647,0.179031
E02000491,RAT,Maternity,0,0,RM138GQ,51.518578,0.171162
E02000491,RAT,Learning Disabilities,7.304348,12,RM138GQ,51.518578,0.171162
E02000491,RAT,Mental Illness,205.543478,228,RM138GQ,51.518578,0.171162
E02000491,RAT,General & Acute,147.086957,209.271739,RM138GQ,51.518578,0.171162
E02000510,RAS,General & Acute,239.478261,340.826087,UB83NN,51.526077,-0.461175
E02000510,RAS,Maternity,14.978261,71,UB83NN,51.526077,-0.461175
E02000510,RAS,Learning Disabilities,0,0,UB83NN,51.526077,-0.461175
E02000510,RAS,Mental Illness,0,0,UB83NN,51.526077,-0.461175
E02000557,RKE,Maternity,24.836957,54,N195NF,51.566482,-0.139066
E02000557,RKE,Learning Disabilities,0,0,N195NF,51.566482,-0.139066
E02000557,RKE,Mental Illness,11.619565,12,N195NF,51.566482,-0.139066
E02000557,RKE,General & Acute,153.26087,217,N195NF,51.566482,-0.139066
E02000576,RP6,Maternity,0,0,EC1V2PD,51.527246,-0.089889
E02000576,RP6,Learning Disabilities,0,0,EC1V2PD,51.527246,-0.089889
E02000576,RP6,Mental Illness,0,0,EC1V2PD,51.527246,-0.089889
E02000576,RP6,General & Acute,2.25,7.065217,EC1V2PD,51.527246,-0.089889
E02000595,RPY,Maternity,0,0,SW36JJ,51.490561,-0.172565
E02000595,RPY,Learning Disabilities,0,0,SW36JJ,51.490561,-0.172565
E02000595,RPY,Mental Illness,0,0,SW36JJ,51.490561,-0.172565
E02000595,RPY,General & Acute,145.48913,190.706522,SW36JJ,51.490561,-0.172565
E02000595,RT3,Maternity,0,0,SW36NP,51.489743,-0.170855
E02000595,RT3,Learning Disabilities,0,0,SW36NP,51.489743,-0.170855
E02000595,RT3,Mental Illness,0,0,SW36NP,51.489743,-0.170855
E02000595,RT3,General & Acute,142.608696,194.858696,SW36NP,51.489743,-0.170855
E02000596,RQM,Maternity,43.880435,128.630435,SW109NH,51.484308,-0.181644
E02000596,RQM,Learning Disabilities,0,0,SW109NH,51.484308,-0.181644
E02000596,RQM,Mental Illness,0,0,SW109NH,51.484308,-0.181644
E02000596,RQM,General & Acute,577,758.76087,SW109NH,51.484308,-0.181644
E02000600,RAX,Maternity,42.880435,55,KT27QB,51.414826,-0.282601
E02000600,RAX,Learning Disabilities,0,0,KT27QB,51.414826,-0.282601
E02000600,RAX,Mental Illness,0,0,KT27QB,51.414826,-0.282601
E02000600,RAX,General & Acute,276.043478,381.032609,KT27QB,51.414826,-0.282601
E02000631,RJZ,Maternity,73.597826,118.771739,SE59RS,51.468077,-0.093916
E02000631,RJZ,Learning Disabilities,0,0,SE59RS,51.468077,-0.093916
E02000631,RJZ,Mental Illness,0,0,SE59RS,51.468077,-0.093916
E02000631,RJZ,General & Acute,1102.793478,1224.836957,SE59RS,51.468077,-0.093916
E02000841,RVR,Learning Disabilities,0,0,SM51AA,51.380188,-0.183708
E02000841,RVR,Mental Illness,0,0,SM51AA,51.380188,-0.183708
E02000841,RVR,Maternity,30.717391,95,SM51AA,51.380188,-0.183708
E02000841,RVR,General & Acute,464.51087,691.347826,SM51AA,51.380188,-0.183708
E02000880,R1H,General & Acute,1311.347826,1474.902174,E12ES,51.517167,-0.05605
E02000880,R1H,Maternity,113.913043,180.065217,E12ES,51.517167,-0.05605
E02000880,R1H,Learning Disabilities,0,0,E12ES,51.517167,-0.05605
E02000880,R1H,Mental Illness,0,0,E12ES,51.517167,-0.05605
E02000884,RWK,Learning Disabilities,0,7,E18DE,51.513374,-0.071865
E02000884,RWK,Mental Illness,734.173913,838.641304,E18DE,51.513374,-0.071865
E02000884,RWK,Maternity,0,0,E18DE,51.513374,-0.071865
E02000884,RWK,General & Acute,17.836957,51,E18DE,51.513374,-0.071865
E02000949,RQY,Maternity,0,0,SW177DJ,51.437358,-0.172348
E02000949,RQY,Learning Disabilities,0,0,SW177DJ,51.437358,-0.172348
E02000949,RQY,Mental Illness,312.695652,366.228261,SW177DJ,51.437358,-0.172348
E02000949,RQY,General & Acute,0,0,SW177DJ,51.437358,-0.172348
E02000956,RJ7,Maternity,34.26087,67,SW170QT,51.426682,-0.175694
E02000956,RJ7,Learning Disabilities,0,0,SW170QT,51.426682,-0.175694
E02000956,RJ7,Mental Illness,0,0,SW170QT,51.426682,-0.175694
E02000956,RJ7,General & Acute,653.641304,869,SW170QT,51.426682,-0.175694
E02000970,RYX,Learning Disabilities,0,0,NW15JD,51.522838,-0.151539
E02000970,RYX,Mental Illness,0,0,NW15JD,51.522838,-0.151539
E02000970,RYX,Maternity,0,0,NW15JD,51.522838,-0.151539
E02000970,RYX,General & Acute,0,0,NW15JD,51.522838,-0.151539
E02000974,RYJ,Learning Disabilities,0,0,W21BL,51.51754,-0.174411
E02000974,RYJ,Mental Illness,0,0,W21BL,51.51754,-0.174411
E02000974,RYJ,Maternity,79.673913,142.695652,W21BL,51.51754,-0.174411
E02000974,RYJ,General & Acute,668.5,1010.934783,W21BL,51.51754,-0.174411
E02001012,RMC,Learning Disabilities,0,0,BL40JR,53.553957,-2.429894
E02001012,RMC,General & Acute,398.456522,527,BL40JR,53.553957,-2.429894
E02001012,RMC,Maternity,47.076087,78,BL40JR,53.553957,-2.429894
E02001012,RMC,Mental Illness,0,0,BL40JR,53.553957,-2.429894
E02001050,RW6,Learning Disabilities,0,0,M85RB,53.517882,-2.229502
E02001050,RW6,General & Acute,796.184783,963.945652,M85RB,53.517882,-2.229502
E02001050,RW6,Maternity,63.23913,126.880435,M85RB,53.517882,-2.229502
E02001050,RW6,Mental Illness,0,0,M85RB,53.517882,-2.229502
E02001062,R0A,Learning Disabilities,0,0,M139WL,53.462436,-2.227711
E02001062,R0A,General & Acute,1199.771739,1553.48913,M139WL,53.462436,-2.227711
E02001062,R0A,Maternity,106.73913,160.097826,M139WL,53.462436,-2.227711
E02001062,R0A,Mental Illness,10.826087,12,M139WL,53.462436,-2.227711
E02001082,RBV,Learning Disabilities,0,0,M204BX,53.429767,-2.230125
E02001082,RBV,General & Acute,116.717391,132.793478,M204BX,53.429767,-2.230125
E02001082,RBV,Maternity,0,0,M204BX,53.429767,-2.230125
E02001082,RBV,Mental Illness,0,0,M204BX,53.429767,-2.230125
E02001177,RM3,Learning Disabilities,0,0,M68HD,53.487545,-2.323424
E02001177,RM3,General & Acute,543.684783,604,M68HD,53.487545,-2.323424
E02001177,RM3,Maternity,0,0,M68HD,53.487545,-2.323424
E02001177,RM3,Mental Illness,0,0,M68HD,53.487545,-2.323424
E02001213,RWJ,Learning Disabilities,0,0,SK27JE,53.383778,-2.13202
E02001213,RWJ,General & Acute,413.717391,480.326087,SK27JE,53.383778,-2.13202
E02001213,RWJ,Maternity,23.108696,49.304348,SK27JE,53.383778,-2.13202
E02001213,RWJ,Mental Illness,0,0,SK27JE,53.383778,-2.13202
E02001235,RMP,Learning Disabilities,0,0,OL69RW,53.49153,-2.071433
E02001235,RMP,General & Acute,272.445652,379.01087,OL69RW,53.49153,-2.071433
E02001235,RMP,Maternity,15.23913,33.054348,OL69RW,53.49153,-2.071433
E02001235,RMP,Mental Illness,0,0,OL69RW,53.49153,-2.071433
E02001241,RT2,Learning Disabilities,0,0,OL67SR,53.485827,-2.099981
E02001241,RT2,General & Acute,0,0,OL67SR,53.485827,-2.099981
E02001241,RT2,Maternity,0,0,OL67SR,53.485827,-2.099981
E02001241,RT2,Mental Illness,429.163043,506.369565,OL67SR,53.485827,-2.099981
E02001292,RRF,Learning Disabilities,0,0,WN12NN,53.55774,-2.629091
E02001292,RRF,General & Acute,374.336957,556,WN12NN,53.55774,-2.629091
E02001292,RRF,Maternity,15.73913,28,WN12NN,53.55774,-2.629091
E02001292,RRF,Mental Illness,0,0,WN12NN,53.55774,-2.629091
E02001335,RBN,Learning Disabilities,0,0,L355DR,53.420469,-2.784954
E02001335,RBN,General & Acute,570.163043,675.75,L355DR,53.420469,-2.784954
E02001335,RBN,Maternity,23.358696,37,L355DR,53.420469,-2.784954
