msoa,org_code,sector,occupied_beds,available_beds,postcode,latitude,longitude
E02000100,R1K,Learning Disabilities,0,0,HA13UJ,51.575407,-0.322037
E02000100,R1K,Mental Illness,0,0,HA13UJ,51.575407,-0.322037
E02000100,R1K,Maternity,0.153846,68,HA13UJ,51.575407,-0.322037
E02000100,R1K,General & Acute,585.56044,897.318681,HA13UJ,51.575407,-0.322037
E02000173,RAL,Learning Disabilities,0,0,NW32QG,51.553224,-0.165324
E02000173,RAL,Mental Illness,0.054945,0.054945,NW32QG,51.553224,-0.165324
E02000173,RAL,Maternity,31.461538,83,NW32QG,51.553224,-0.165324
E02000173,RAL,General & Acute,556.318681,887.153846,NW32QG,51.553224,-0.165324
E02000184,TAF,Learning Disabilities,0,0,NW10PE,51.53665,-0.131658
E02000184,TAF,Mental Illness,156.56044,181.824176,NW10PE,51.53665,-0.131658
E02000184,TAF,Maternity,0,0,NW10PE,51.53665,-0.131658
E02000184,TAF,General & Acute,0,0,NW10PE,51.53665,-0.131658
E02000186,RRV,Learning Disabilities,0,0,NW12PG,51.525735,-0.137409
E02000186,RRV,Mental Illness,3.824176,9.472527,NW12PG,51.525735,-0.137409
E02000186,RRV,Maternity,45.78022,83.230769,NW12PG,51.525735,-0.137409
E02000186,RRV,General & Acute,300,502.67033,NW12PG,51.525735,-0.137409
E02000186,RV3,Learning Disabilities,12.428571,21,NW13AX,51.524345,-0.142166
E02000186,RV3,Mental Illness,519.054945,647.648352,NW13AX,51.524345,-0.142166
E02000186,RV3,Maternity,0,0,NW13AX,51.524345,-0.142166
E02000186,RV3,General & Acute,64,84.373626,NW13AX,51.524345,-0.142166
E02000192,RP4,Learning Disabilities,0,0,WC1N3JH,51.52221,-0.119924
E02000192,RP4,Mental Illness,8.087912,8.087912,WC1N3JH,51.52221,-0.119924
E02000192,RP4,Maternity,0,0,WC1N3JH,51.52221,-0.119924
E02000192,RP4,General & Acute,237.912088,334.692308,WC1N3JH,51.52221,-0.119924
E02000208,RJ6,Learning Disabilities,0,0,CR77YE,51.389128,-0.108758
E02000208,RJ6,Mental Illness,0,0,CR77YE,51.389128,-0.108758
E02000208,RJ6,Maternity,38.659341,61,CR77YE,51.389128,-0.108758
E02000208,RJ6,General & Acute,309.32967,387.505495,CR77YE,51.389128,-0.108758
E02000266,RKL,Learning Disabilities,0,0,UB24SD,51.506315,-0.358547
E02000266,RKL,Mental Illness,553.813187,671.78022,UB24SD,51.506315,-0.358547
E02000266,RKL,Maternity,0,0,UB24SD,51.506315,-0.358547
E02000266,RKL,General & Acute,53.571429,70,UB24SD,51.506315,-0.358547
E02000363,RQX,Learning Disabilities,0,0,E96SR,51.550634,-0.046099
