Code,Name,Primary Role Name,Postcode,Is Operated By - Code,latitude,longitude,msoa
R1AFT,Droitwich Spa Private Hospital,NHS TRUST SITE,WR98DN,R1A,52.265532,-2.150881,E02006750
RXTMD,Drug Rehab Requirement Hospital Prescriber,NHS TRUST SITE,B191BP,RXT,52.501212,-1.92052,E02001865
RX460,Dryden Road Day Hospital,NHS TRUST SITE,NE95BY,RX4,54.947852,-1.596133,E02006842
RTR09,Duchess Of Kent Hospital,NHS TRUST SITE,DL94DF,RTR,54.374236,-1.707919,E02005785
REFY2,Duchy Hospital,NHS TRUST SITE,TR13UP,REF,50.267934,-5.093566,E02003909
RCB63,Duchy Nuffield Hospital,NHS TRUST SITE,HG20HF,RCB,53.98757,-1.547812,E02005779
R1LDP,Dukes Priory Hospital,NHS TRUST SITE,CM17SJ,R1L,51.743179,0.487761,E02004491
RDU18,Dunedin Hospital,NHS TRUST SITE,RG16NQ,RDU,51.450463,-0.985808,E02003401
RR7ER,Dunston Hill Hospital,NHS TRUST SITE,NE119QT,RR7,54.946392,-1.659468,E02001694
RXPDC,Durham Community Hospital,NHS TRUST SITE,DH15AJ,RXP,54.790739,-1.592412,E02004309
RWH03,E&N Herts Activity At Whht Hospitals,NHS TRUST SITE,HP24AD,RWH,51.750846,-0.468578,E02004870
R1KCH,Ealing Hospital Child Health,NHS TRUST SITE,W55TL,R1K,51.511661,-0.312555,E02000269
RX3LR,East Cleveland Hospital,NHS TRUST SITE,TS122FF,RX3,54.565266,-0.936357,E02002524
RXTM6,East Drug Intervention Programme Hospital Prescriber,NHS TRUST SITE,B263NX,RXT,52.45127,-1.780356,E02001907
RWKAX,East Ham Memorial Hospital,NHS TRUST SITE,E78QR,RWK,51.539588,0.04536,E02000723
RXX35,East Surrey Hospital,NHS TRUST SITE,RH15RH,RXX,51.219194,-0.162009,E02006388
RXH36,Eastbourne District General Hospital,NHS TRUST SITE,BN212UD,RXH,50.786969,0.271108,E02004363
RXH44,Eastman Dental Hospital,NHS TRUST SITE,WC1X8LD,RXH,51.525832,-0.117036,E02007115
RAE4H,Eccleshill Community Hospital,NHS TRUST SITE,BD100JE,RAE,53.823092,-1.712131,E02002209
RWF06,Edenbridge War Memorial Hospital,NHS TRUST SITE,TN85DA,RWF,51.190348,0.066664,E02005100
RRP01,Edgware Hospital,NHS TRUST SITE,HA80AD,RRP,51.606478,-0.271248,E02000047
RJ803,Edward Hain Hospital,NHS TRUST SITE,TR262BS,RJ8,50.207542,-5.479117,E02003943
A1C7L,Ellen Badger Hospital,NHS TRUST SITE,CV364AX,RJC,52.066858,-1.622551,E02006518
RJR60,Ellesmere Port Hospital,NHS TRUST SITE,CH656SG,RJR,53.267777,-2.91104,E02003848
R1CM8,Elmleigh Hospital,NHS TRUST SITE,PO92JJ,R1C,50.856522,-0.975584,E02004775
RHU16,Emsworth Hospital,NHS TRUST SITE,PO107DD,RHU,50.848392,-0.937393,E02004774
RXX36,Epsom General Hospital,NHS TRUST SITE,KT187EG,RXX,51.325518,-0.273231,E02006342
RN7ED,Erith & District Hospital,NHS TRUST SITE,DA83EE,RN7,51.477113,0.166643,E02000069
RXH22,Esperance Private Hospital,NHS TRUST SITE,BN213BG,RXH,50.766115,0.287016,E02004366
RP411,Essex County Hospital,NHS TRUST SITE,CO33NB,RP4,51.887073,0.889135,E02004518
RXL71,Euxton Hall Hospital,NHS TRUST SITE,PR76DY,RXL,53.660948,-2.676313,E02005193
RWP03,Evesham Community Hospital,NHS TRUST SITE,WR111JT,RWP,52.08627,-1.948676,E02006764
RH884,Exeter Nuffield Hospital,NHS TRUST SITE,EX24UG,RH8,50.71631,-3.511285,E02004157
RH858,Exmouth Hospital,NHS TRUST SITE,EX82JN,RH8,50.620545,-3.401608,E02004148
R0A3M,Eye Hospital Outpatients,NHS TRUST SITE,M139WH,R0A,53.462317,-2.228915,E02001062
RT265,Fairfield General Hospital,NHS TRUST SITE,BL97TD,RT2,53.600439,-2.25562,E02001025
RRF68,Fairfield Hospital,NHS TRUST SITE,WA117RS,RRF,53.484549,-2.750074,E02001406
RTE24,Fairford Hospital,NHS TRUST SITE,GL74BB,RTE,51.708112,-1.778181,E02004623
RJ842,Falmouth Hospital,NHS TRUST SITE,TR112JA,RJ8,50.155684,-5.086142,E02003917
RHU62,Fareham Community Hospital,NHS TRUST SITE,SO317DQ,RHU,50.871526,-1.27362,E02004727
RNUCM,Faringdon Day Hospital,NHS TRUST SITE,SN78DS,RNU,51.65654,-1.58831,E02005986
U7P1U,Farmfield Hospital,NHS TRUST SITE,RH60BN,RXX,51.16637,-0.201971,E02006374
RXX29,Farnham Hospital,NHS TRUST SITE,GU99QL,RXX,51.220491,-0.784642,E02006441
RXX22,Farnham Road Hospital,NHS TRUST SITE,GU27LX,RXX,51.235093,-0.584465,E02006358
RWF13,Faversham Cottage Hospital,NHS TRUST SITE,ME138PS,RWF,51.314553,0.887822,E02005129
RN7FM,Fawkham Manor Hospital,NHS TRUST SITE,DA38ND,RN7,51.372485,0.28557,E02005093
RGR67,Felixstowe Community Hospital,NHS TRUST SITE,IP117HJ,RGR,51.963766,1.35594,E02006301
RHM20,Fenwick Hospital,NHS TRUST SITE,SO437NG,RHM,50.879177,-1.583822,E02004785
RXG10,Fieldhead Hospital,NHS TRUST SITE,WF13SP,RXG,53.69734,-1.494054,E02002443
A3C9C,Fielding Palmer Hospital,NHS TRUST SITE,LE174DZ,RWE,52.457853,-1.1978,E02005376
RRP27,Finchley Memorial Hospital,NHS TRUST SITE,N120JE,RRP,51.60546,-0.176595,E02000050
RWKCA,"First Ave, Day Hospital",NHS TRUST SITE,E138AP,RWK,51.526383,0.021701,E02000739
RCX07,Fitzwilliam Private Hospital,NHS TRUST SITE,PE39AQ,RCX,52.576469,-0.297549,E02003251
RXX27,Fleet Hospital,NHS TRUST SITE,GU514LZ,RXX,51.287555,-0.84868,E02004758
RXL64,Fleetwood Hospital,NHS TRUST SITE,FY76BE,RXL,53.926196,-3.009339,E02005319
O1Q2M,Fordcombe Hospital,NHS TRUST SITE,TN30RD,RWF,51.134513,0.188146,E02005167
RNZ04,Fordingbridge Hospital,NHS TRUST SITE,SP61JD,RNZ,50.928078,-1.793204,E02004779
RWVGA,Forensic Services Langdon Hospital,NHS TRUST SITE,EX70NR,RWV,50.599669,-3.468178,E02004205
Y4W1S,Forest Of Dean Community Hospital,NHS TRUST SITE,GL143HY,RTQ,51.832843,-2.508315,E02004629
RXT21,Former Womens Hospital,NHS TRUST SITE,B114JP,RXT,52.450895,-1.866555,E02007039
RX3KI,Foss Park Hospital,NHS TRUST SITE,YO318TA,RX3,53.976566,-1.077403,E02002781
REFX7,Fowey Hospital,NHS TRUST SITE,PL231EE,REF,50.338498,-4.639222,E02003960
RWV98,Franklyn Community Hospital,NHS TRUST SITE,EX29HS,RWV,50.712399,-3.549433,E02004160
RVJ20,Frenchay Hospital,NHS TRUST SITE,BS161JE,RVJ,51.49627,-2.521557,E02007067
RCBTX,Friarage Hospital,NHS TRUST SITE,DL61JG,RCB,54.342331,-1.430534,E02007043
RXPFR,Friary Hospital,NHS TRUST SITE,DL104UJ,RXP,54.404898,-1.738342,E02005783
RXX21,Frimley Park Hospital,NHS TRUST SITE,GU167UJ,RXX,51.319666,-0.742029,E02006425
A0H3E,Frome Community Hospital,NHS TRUST SITE,BA112FH,RH5,51.237318,-2.311568,E02006049
RT113,Fulbourn Hospital,NHS TRUST SITE,CB215EF,RT1,52.184505,0.188329,E02003785
RNNFH,Furness General Hospital,NHS TRUST SITE,LA144LF,RNN,54.136395,-3.207899,E02003979
RXH66,Gatwick Park Hospital,NHS TRUST SITE,RH60BB,RXH,51.167684,-0.183397,E02006374
RLT01,George Eliot Hospital,NHS TRUST SITE,CV107DJ,RLT,52.51258,-1.478439,E02006482
RET33,Glan Clwd Hospital,NHS TRUST SITE,LL185UJ,RET,53.271755,-3.496345,W02000050
RWEAE,Glenfield Hospital,NHS TRUST SITE,LE39QP,RWE,52.654362,-1.180018,E02002830
RVJ60,Glenside Hospital,NHS TRUST SITE,BS161DD,RVJ,51.484959,-2.542916,E02003023
RVJ14,Gloucester House/ Dorian Day Hospital,NHS TRUST SITE,BS70XN,RVJ,51.493671,-2.587989,E02003015
RTE06,Gloucestershire Hospitals Nhs Trust Hq,NHS TRUST SITE,GL537AG,RTE,51.89105,-2.070522,E02004613
RTQ03,Gloucestershire Royal Hospital,NHS TRUST SITE,GL13NN,RTQ,51.866379,-2.232073,E02004637
RQ305,Good Hope Hospital,NHS TRUST SITE,B757RR,RQ3,52.567366,-1.812043,E02001832
RATGM,Goodmayes Hospital,NHS TRUST SITE,IG38XJ,RAT,51.577993,0.110488,E02000772
RV943,Goole & District Hospital,NHS TRUST SITE,DN146RX,RV9,53.715463,-0.874932,E02002720
RXH27,Goring Hall Hospital,NHS TRUST SITE,BN125AT,RXH,50.811389,-0.431833,E02006633
RBK03,Goscote Hospital,NHS TRUST SITE,WS31SJ,RBK,52.61379,-1.978226,E02002122
RX2Y8,Gosport War Memorial Hospital,NHS TRUST SITE,PO123PR,RX2,50.792449,-1.148037,E02004749
RX4K3,Grange Park Clinic Monkmouth Hospital Sunderland Locality,NHS TRUST SITE,SR51NB,RX4,54.924547,-1.386785,E02001795
RWDLP,Grantham & District Hospital,NHS TRUST SITE,NG318DG,RWD,52.921087,-0.640714,E02005478
H3P9T,Gravesham Community Hospital,NHS TRUST SITE,DA110DG,RVV,51.443183,0.365644,E02005056
RATGD,Grays Court Community Hospital,NHS TRUST SITE,RM109SR,RAT,51.538977,0.157336,E02000015
RP401,Great Ormond Street Hospital Central London Site,NHS TRUST SITE,WC1N3JH,RP4,51.52221,-0.119924,E02000192
C4H9H,Greater Lancashire Hospitals,NHS TRUST SITE,PR25BW,RXN,53.786429,-2.647808,E02005259
RVN6A,Green Lane Hospital,NHS TRUST SITE,SN105DS,RVN,51.33915,-1.981303,E02006638
RJR0D,Grosvenor Nuffield Hospital,NHS TRUST SITE,CH47QP,RJR,53.176342,-2.895261,E02003807
RCF32,Grove Convalescent Hospital,NHS TRUST SITE,LS299LU,RCF,53.923669,-1.824179,E02002184
A7D0H,Gstt @ Cleveland Clinic London Hospital,NHS TRUST SITE,SW1X7HY,RJ1,51.499263,-0.14892,E02000978
X2X7Z,Gstt @ Eltham Community Hospital,NHS TRUST SITE,SE95DQ,RJ1,51.449946,0.053714,E02000340
Y7V9O,Gstt @ West Valley Hospital,NHS TRUST SITE,CR02RD,RJ1,51.379541,-0.101436,E02000213
RNA02,Guest Hospital,NHS TRUST SITE,DY14SE,RNA,52.519082,-2.072625,E02002005
RA217,Guildford Nuffield Hospital,NHS TRUST SITE,GU27RF,RA2,51.241652,-0.612558,E02006355
RYG60,Gulson Hospital,NHS TRUST SITE,CV12HR,RYG,52.405587,-1.498605,E02001985
RKL35,Gunnersbury Day Hospital,NHS TRUST SITE,W30DF,RKL,51.521352,-0.265589,E02000252
RJ100,Guys And St. Thomas Hospitals,NHS TRUST SITE,SE19RT,RJ1,51.503331,-0.086771,E02000812
RYJ85,Gynaecology And Fertility Queen Charlottes Hospital,NHS TRUST SITE,W120HS,RYJ,51.51742,-0.234721,E02000372
RAL80,Hadley Wood Hospital,NHS TRUST SITE,EN55TS,RAL,51.654137,-0.198828,E02000024
RDEEK,Halstead Hospital,NHS TRUST SITE,CO92DL,RDE,51.948094,0.637952,E02004449
RTV14,Halton General Hospital,NHS TRUST SITE,WA72DA,RTV,53.323266,-2.694681,E02002588
RWW99,Halton Hospital Captain Sir Tom Moore Building,NHS TRUST SITE,WA72HH,RWW,53.321857,-2.695394,E02002588
RTFDU,Haltwhistle War Memorial Hospital,NHS TRUST SITE,NE499AJ,RTF,54.970106,-2.462935,E02005728
RVJ02,Ham Green Hospital,NHS TRUST SITE,BS200HH,RVJ,51.477331,-2.675211,E02003068
D7L9I,"Hamble House, St. James Hospital Site",NHS TRUST SITE,PO48FE,R1C,50.796107,-1.045439,E02003540
A6E0E,Harefield Hospital,NHS TRUST SITE,UB96JH,RJ1,51.606732,-0.482747,E02000496
RALHA,Harpenden Memorial Hospital,NHS TRUST SITE,AL54TA,RAL,51.819052,-0.352959,E02004925
RWR96,Harperbury Hospital,NHS TRUST SITE,WD79HQ,RWR,51.702199,-0.305562,E02004942
RLY88,Harplands Hospital,NHS TRUST SITE,ST46RR,RLY,53.00054,-2.210831,E02002968
RR855,Harrogate District Hospital,NHS TRUST SITE,HG27SX,RR8,53.993807,-1.517573,E02005773
RMYMR,Hartismere Hospital,NHS TRUST SITE,IP237BH,RMY,52.323269,1.140236,E02006261
RW40A,Hartley Hospital,NHS TRUST SITE,PR86PL,RW4,53.640182,-2.983572,E02001436
RXX26,Haslemere Hospital,NHS TRUST SITE,GU272BJ,RXX,51.091746,-0.708282,E02006454
RHU17,Havant War Memorial Hospital,NHS TRUST SITE,PO91NG,RHU,50.854326,-0.989896,E02006822
RWF09,Hawkhurst Hospital,NHS TRUST SITE,TN184PU,RWF,51.048845,0.489017,E02005175
RJE07,Haywood Hospital,NHS TRUST SITE,ST67AG,RJE,53.056944,-2.191413,E02002956
RCDXK,Hbss St. James University Hospital,NHS TRUST SITE,LS97TF,RCD,53.806869,-1.520359,E02002393
RY844,Heanor Memorial Hospital 2,NHS TRUST SITE,DE757EA,RY8,53.010069,-1.34764,E02004041
RHW30,Heatherwood Hospital,NHS TRUST SITE,SL58AA,RHW,51.410166,-0.687352,E02003437
RH802,Heavitree Hospital,NHS TRUST SITE,EX12ED,RH8,50.724387,-3.514024,E02004156
RMY01,Hellesdon Hospital,NHS TRUST SITE,NR65BE,RMY,52.659531,1.250872,E02005529
REF86,Helston Hospital,NHS TRUST SITE,TR138DR,REF,50.091946,-5.264928,E02003928
RQY06,Henderson Hospital,NHS TRUST SITE,SM25LT,RQY,51.349828,-0.198763,E02006836
RDY12,Herbert Hospital,NHS TRUST SITE,BH48EW,RDY,50.716727,-1.904421,E02006885
RTE83,Hereford County Hospital,NHS TRUST SITE,HR12ER,RTE,52.057013,-2.705709,E02002916
RWH23,Hertford County Hospital,NHS TRUST SITE,SG141LP,RWH,51.796491,-0.088509,E02004894
RWR26,Herts And Essex Hospital,NHS TRUST SITE,CM235JH,RWR,51.865482,0.174321,E02004882
RX471,Hexham General Hospital,NHS TRUST SITE,NE461QJ,RX4,54.970372,-2.095702,E02005730
RHANM,Highbury Hospital,NHS TRUST SITE,NG69DR,RHA,52.993059,-1.191851,E02002871
RXT28,Highcroft Hospital,NHS TRUST SITE,B236AL,RXT,52.519439,-1.855192,E02001857
RWW46,Highfield Hospital,NHS TRUST SITE,WA87DJ,RWW,53.374051,-2.735534,E02002578
RF4HG,Highgate Private Hospital,NHS TRUST SITE,N64DJ,RF4,51.577167,-0.155888,E02000426
RV3AN,Hillingdon Hospital,NHS TRUST SITE,UB83NN,RV3,51.526077,-0.461175,E02000510
RGT76,Hinchingbrooke Hospital,NHS TRUST SITE,PE296NT,RGT,52.33335,-0.202679,E02003764
RLT50,Hinckley & District Hospital,NHS TRUST SITE,LE101AG,RLT,52.539751,-1.368258,E02005386
S7L7S,Hinckley And Bosworth Community Hospital,NHS TRUST SITE,LE103FR,RWE,52.561022,-1.370037,E02005385
RXTM9,Hob Drug Intervention Programme Hospital Prescriber,NHS TRUST SITE,B13RA,RXT,52.482634,-1.913766,E02006898
RWDLK,Holbeach Hospital,NHS TRUST SITE,PE128AQ,RWD,52.81689,0.002513,E02005466
RTV34,Hollins Park Hospital Older Persons,NHS TRUST SITE,WA28WA,RTV,53.429516,-2.606862,E02002592
RAJ54,Holly House Private Hospital,NHS TRUST SITE,IG95HX,RAJ,51.624512,0.032013,E02004541
RWY11,Holmevalley Memorial Hospital,NHS TRUST SITE,HD93TS,RWY,53.578715,-1.784425,E02002328
A1Y7Q,Holsworthy Hospital,NHS TRUST SITE,EX226JQ,RH8,50.81832,-4.349661,E02004227
RA262,Holycross Hospital,NHS TRUST SITE,GU271NQ,RA2,51.090618,-0.736366,E02006455
RXYH7,Homeopathic Hospital,NHS TRUST SITE,TN11JU,RXY,51.132036,0.259754,E02005169
RQXM1,Homerton University Hospital,NHS TRUST SITE,E96SR,RQX,51.550634,-0.046099,E02000363
RH854,Honiton Hospital,NHS TRUST SITE,EX142DE,RH8,50.794926,-3.186577,E02004130
RY584,Horncastle War Memorial Hospital,NHS TRUST SITE,LN95DX,RY5,53.21022,-0.114361,E02005434
RV904,Hornsea Cottage Hospital,NHS TRUST SITE,HU181LP,RV9,53.915277,-0.16825,E02002695
RPC30,Horsham Hospital,NHS TRUST SITE,RH122DR,RPC,51.069888,-0.323827,E02006593
RHW28,Horton Hospital,NHS TRUST SITE,OX169AL,RHW,52.053489,-1.336883,E02005927
RGT97,Hospital,NHS TRUST SITE,CB249EL,RGT,52.244764,0.113364,E02003780
R0L5U,Hospital At Home,NHS TRUST SITE,OX39DX,RTH,51.762877,-1.216404,E02005945
RRVRH,Hospital For Tropical Diseases,NHS TRUST SITE,WC1E6JD,RRV,51.523158,-0.13541,E02000191
RWV94,Hospital Lane,NHS TRUST SITE,EX13PQ,RWV,50.73179,-3.482394,E02004155
RKB03,Hospital Of St. Cross,NHS TRUST SITE,CV225PX,RKB,52.365275,-1.259031,E02006500
V1Z2W,Hospital Of St. John And St. Elizabeth,NHS TRUST SITE,NW89NH,RYX,51.533473,-0.175461,E02000960
R1LCM,Hospital Road Health Centre,NHS TRUST SITE,CO33HJ,R1L,51.887092,0.890197,E02004518
RMYNE,Hospital Road Site,NHS TRUST SITE,IP333NR,RMY,52.240454,0.708554,E02006279
V2X8Z,Hospital@Home,NHS TRUST SITE,TA12PX,RH5,51.014082,-3.067996,E02006104
RA228,Hrh Princess Christians Hospital,NHS TRUST SITE,SL45AD,RA2,51.479905,-0.612772,E02003432
RXP63,Hundens Lane Day Hospital,NHS TRUST SITE,DL11JE,RXP,54.524867,-1.537572,E02002567
R1CA9,Huntercombe Manor Hospital,NHS TRUST SITE,SL60PQ,R1C,51.518794,-0.65911,E02003693
RHM33,Hythe Hospital,NHS TRUST SITE,SO454ZB,RHM,50.858581,-1.402913,E02004787
RT115,Ida Darwin Hospital,NHS TRUST SITE,CB215EE,RT1,52.185594,0.200379,E02003785
A2A2M,Ilfracombe Hospital,NHS TRUST SITE,EX348JF,RH8,51.204514,-4.12442,E02004177
RY8RH,Ilkeston Community Hospital,NHS TRUST SITE,DE78LN,RY8,52.988092,-1.320818,E02006828
RWYC6,Ilkley Coronation Hospital,NHS TRUST SITE,LS298TH,RWY,53.923558,-1.816048,E02002183
E5E1O,Ipswich Hospital Elective Surgical Hub,NHS TRUST SITE,IP45PD,RDE,52.056849,1.197915,E02006253
RNQ52,Isebrook Hospital,NHS TRUST SITE,NN81LP,RNQ,52.29767,-0.683359,E02005695
RMY83,James Paget Hospital,NHS TRUST SITE,NR316LA,RMY,52.561672,1.71798,E02005548
RXT34,John Black Day Hospital,NHS TRUST SITE,B377JB,RXT,52.469562,-1.739254,E02002089
RWDAS,John Coupland Hospital,NHS TRUST SITE,DN212TJ,RWD,53.411846,-0.784791,E02005495
RHW12,John Radcliffe Hospital,NHS TRUST SITE,OX39DU,RHW,51.763867,-1.219773,E02005945
RWDLD,Johnson Hospital,NHS TRUST SITE,PE113DT,RWD,52.801469,-0.15089,E02005469
RMY02,Julian Hospital,NHS TRUST SITE,NR23TD,RMY,52.633009,1.262597,E02005589
RY335,Kelling Hospital,NHS TRUST SITE,NR256QA,RY3,52.914476,1.116042,E02005573
RXG82,Kendray Hospital,NHS TRUST SITE,S703RD,RXG,53.546954,-1.454617,E02001523
RVVKC,Kent & Canterbury Hospital,NHS TRUST SITE,CT13NG,RVV,51.266589,1.087083,E02005025
RXY09,Kent & Sussex Hospital,NHS TRUST SITE,TN48AT,RXY,51.135499,0.259737,E02005169
RNQ51,Kettering General Hospital,NHS TRUST SITE,NN168UZ,RNQ,52.402783,-0.741293,E02005645
RWP31,Kidderminster Hospital,NHS TRUST SITE,DY116RJ,RWP,52.386056,-2.261161,E02006774
Z4O9E,King Edward V11 Hospital,NHS TRUST SITE,W1G6AA,RQM,51.520778,-0.150325,E02000970
RA222,King Edward Vii Hospital,NHS TRUST SITE,GU290BJ,RA2,51.016962,-0.74442,E02006564
RHW03,King Edward Vii Hospital,NHS TRUST SITE,SL43DP,RHW,51.473543,-0.614707,E02003435
RP413,King George Hospital,NHS TRUST SITE,IG38XG,RP4,51.571265,0.111547,E02000772
RJZ01,Kings College Hospital,NHS TRUST SITE,SE59RS,RJZ,51.468077,-0.093916,E02000631
K4C9B,Kings Mill Hospital,NHS TRUST SITE,NG33AA,RHA,52.973168,-1.123992,E02002883
RX1BC,Kings Mill Hospital Site,NHS TRUST SITE,NG174JL,RX1,53.134573,-1.233579,E02005822
RDY02,Kings Park Hospital,NHS TRUST SITE,BH76JF,RDY,50.731593,-1.833361,E02003182
RAX86,Kingston Hospital Out,NHS TRUST SITE,KT198AG,RAX,51.334192,-0.266306,E02006342
RXM14,Kingsway Hospital,NHS TRUST SITE,DE223LZ,RXM,52.91807,-1.512351,E02002812
X3E8K,Kinvara Hospital,NHS TRUST SITE,S652AJ,RHQ,53.42804,-1.34623,E02001594
RLQWT,Knighton Community Hospital,NHS TRUST SITE,LD71DF,RLQ,52.342012,-3.049536,W02000107
RJN68,Knutsford & District Community Hospital,NHS TRUST SITE,WA160BT,RJN,53.302017,-2.378603,E02003863
RTR28,Lambert Memorial Community Hospital,NHS TRUST SITE,YO71LU,RTR,54.23168,-1.342391,E02005757
RX3CL,Lanchester Road Hospital,NHS TRUST SITE,DH15RD,RX3,54.800429,-1.612241,E02004310
RX2P0,Langley Green Hospital,NHS TRUST SITE,RH117SE,RX2,51.13084,-0.191546,E02006575
RYX94,Langley House Community Hospital,NHS TRUST SITE,WD259FG,RYX,51.683651,-0.391206,E02004970
RJ870,Launceston Hospital,NHS TRUST SITE,PL159JD,RJ8,50.628374,-4.359805,E02003935
RJC46,Leamington Spa Hospital,NHS TRUST SITE,CV346SR,RJC,52.268556,-1.540406,E02006530
RXX37,Leatherhead Hospital,NHS TRUST SITE,KT228SD,RXX,51.295052,-0.320287,E02006365
RR802,Leeds Dental Hospital,NHS TRUST SITE,LS29LU,RR8,53.803374,-1.555716,E02002392
RJN55,Leek Moorlands Hospital,NHS TRUST SITE,ST135BQ,RJN,53.102789,-2.009712,E02006204
RWE03,Leicester General Hospital Urology Department,NHS TRUST SITE,LE54PW,RWE,52.629926,-1.081764,E02002845
E5O6X,Leigh Moss Hospital,NHS TRUST SITE,L145NX,RW4,53.416405,-2.892653,E02001372
RXAD6,Leighton Hospital,NHS TRUST SITE,CW12LZ,RXA,53.097848,-2.445088,E02003830
RLQ06,Leominster Community Hospital,NHS TRUST SITE,HR68JH,RLQ,52.222181,-2.739374,E02002907
A0V8Y,Lewes Victoria Hospital,NHS TRUST SITE,BN71PE,RYR,50.875156,-0.005532,E02004383
RWRG7,Lexden Hospital,NHS TRUST SITE,CO34DB,RWR,51.891099,0.855032,E02004514
RWDDA,Lincoln County Hospital,NHS TRUST SITE,LN25QY,RWD,53.233575,-0.519635,E02005444
C9K7A,Lincoln Hospital,NHS TRUST SITE,LN21QU,RX1,53.238106,-0.533101,E02005444
RHANN,Lings Bar Hospital,NHS TRUST SITE,NG26PR,RHA,52.922565,-1.099816,E02005911
RK920,Liskeard Community Hospital,NHS TRUST SITE,PL143XD,RK9,50.461585,-4.450981,E02003895
RWR34,Lister Hospital,NHS TRUST SITE,SG14AB,RWR,51.924611,-0.212726,E02004945
RWRF3,Little Plumstead Hospital,NHS TRUST SITE,NR135EW,RWR,52.646496,1.409584,E02005527
RBQHQ,Liverpool Heart And Chest Hospital Nhs Trust Hq,NHS TRUST SITE,L143PE,RBQ,53.411151,-2.897989,E02001372
REP01,Liverpool Womens Hospital,NHS TRUST SITE,L87SS,REP,53.398461,-2.960077,E02001377
RLQ11,Llandrindod Wells Hospital,NHS TRUST SITE,LD15HF,RLQ,52.242118,-3.377453,W02000109
RRV88,London Independent Hospital,NHS TRUST SITE,E14NL,RRV,51.520402,-0.046744,E02000879
RXMF4,London Road Community Hospital,NHS TRUST SITE,DE12QY,RXM,52.914332,-1.468643,E02002813
RW5AQ,Longridge Community Hospital,NHS TRUST SITE,PR33WQ,RW5,53.832154,-2.607686,E02005275
RJE06,Longton Hospital,NHS TRUST SITE,ST34QX,RJE,52.977948,-2.122332,E02002979
RWELL,Loughborough Hospital,NHS TRUST SITE,LE115JY,RWE,52.773291,-1.225946,E02005347
RJL49,Louth County Hospital,NHS TRUST SITE,LN110EU,RJL,53.37101,-0.008582,E02005426
RGP72,Lowestoft Hospital,NHS TRUST SITE,NR321PT,RGP,52.479632,1.752935,E02006305
RXWML,Ludlow Hospital,NHS TRUST SITE,SY81QX,RXW,52.373652,-2.714448,E02006045
RC971,Luton & Dunstable Hospital,NHS TRUST SITE,LU40DZ,RC9,51.894152,-0.474405,E02003270
A2D2A,Lydney Hospital,NHS TRUST SITE,GL155JE,RTQ,51.727315,-2.536896,E02004634
RHM38,Lymington Hospital,NHS TRUST SITE,SO418QD,RHM,50.769099,-1.545476,E02004797
RXT40,Lyndon Day Hospital & South Resource Centre,NHS TRUST SITE,B928PW,RXT,52.442703,-1.78571,E02002092
RGD0A,Lynfield Mount Hospital,NHS TRUST SITE,BD96DP,RGD,53.809728,-1.805354,E02002212
RW5GD,Lytham Hospital,NHS TRUST SITE,FY85EE,RW5,53.738478,-2.947329,E02005211
RJN71,Macclesfield District General Hospital,NHS TRUST SITE,SK103BL,RJN,53.262321,-2.141074,E02003869
RGDEA,Malham House Day Hospital,NHS TRUST SITE,LS29LN,RGD,53.804078,-1.558852,E02002392
RCD1A,Malton Community Hospital,NHS TRUST SITE,YO177NG,RCD,54.137245,-0.806547,E02007045
R1ADC,Malvern Community Hospital,NHS TRUST SITE,WR141EX,R1A,52.123848,-2.322859,E02006713
R0A01,Manchester University Hospital Nhs Ft,NHS TRUST SITE,M139WL,R0A,53.462436,-2.227711,E02001062
RTH90,Manor Hospital,NHS TRUST SITE,OX37RP,RTH,51.760443,-1.215533,E02005945
RBK02,Manor Hospital,NHS TRUST SITE,WS29PS,RBK,52.58233,-1.998924,E02002135
RVJ23,Manor Park Hospital,NHS TRUST SITE,BS162EW,RVJ,51.483145,-2.538833,E02003024
RHABL,Mansfield Community Hospital,NHS TRUST SITE,NG185QJ,RHA,53.141379,-1.206279,E02005887
RRE0K,"Market Drayton Cmht, Cottage Hospital",NHS TRUST SITE,TF93DQ,RRE,52.90176,-2.487914,E02006018
RWELK,Market Harborough And District Hospital,NHS TRUST SITE,LE169DD,RWE,52.477312,-0.927178,E02005374
A5N4M,Marlow Hospital,NHS TRUST SITE,SL71DJ,RXQ,51.573569,-0.77043,E02003718
RNNCJ,Mary Hewetson Cottage Hospital,NHS TRUST SITE,CA125PH,RNN,54.6067,-3.139824,E02003976
RNNCA,Maryport Hospital,NHS TRUST SITE,CA158EJ,RNN,54.707019,-3.495034,E02003969
RP1E9,Mayfair Day Hospital,NHS TRUST SITE,NN157HP,RP1,52.394007,-0.728022,E02005645
RATDK,Mayflower Community Hospital,NHS TRUST SITE,CM129SA,RAT,51.622488,0.400649,E02004427
RTVH8,Meadow Park Independent Hospital,NHS TRUST SITE,CH661LL,RTV,53.288868,-2.92352,E02003843
RHANJ,Meadowbank Day Hospital,NHS TRUST SITE,NG22DF,RHA,52.942657,-1.149906,E02006905
RVVMD,Medway Hospital,NHS TRUST SITE,ME75NY,RVV,51.379862,0.542062,E02003325
RN332,Melksham Community Hospital,NHS TRUST SITE,SN127NZ,RN3,51.367131,-2.131543,E02006680
