msoa,org_code,sector,occupied_beds,available_beds,postcode,latitude,longitude
E02000100,R1K,Maternity,25.108696,68,HA13UJ,51.575407,-0.322037
E02000100,R1K,General & Acute,810.554348,987.467391,HA13UJ,51.575407,-0.322037
E02000100,R1K,Learning Disabilities,0,0,HA13UJ,51.575407,-0.322037
E02000100,R1K,Mental Illness,0,0,HA13UJ,51.575407,-0.322037
E02000173,RAL,Maternity,31.054348,83,NW32QG,51.553224,-0.165324
E02000173,RAL,General & Acute,768.554348,901.913043,NW32QG,51.553224,-0.165324
E02000173,RAL,Learning Disabilities,0,0,NW32QG,51.553224,-0.165324
E02000173,RAL,Mental Illness,0.01087,0.01087,NW32QG,51.553224,-0.165324
E02000184,TAF,Maternity,0,0,NW10PE,51.53665,-0.131658
E02000184,TAF,General & Acute,0,0,NW10PE,51.53665,-0.131658
E02000184,TAF,Learning Disabilities,0,0,NW10PE,51.53665,-0.131658
E02000184,TAF,Mental Illness,161.119565,190.163043,NW10PE,51.53665,-0.131658
E02000186,RRV,Maternity,41.782609,82.532609,NW12PG,51.525735,-0.137409
E02000186,RRV,General & Acute,448.880435,645.771739,NW12PG,51.525735,-0.137409
E02000186,RRV,Learning Disabilities,0,0,NW12PG,51.525735,-0.137409
E02000186,RRV,Mental Illness,8.358696,11.956522,NW12PG,51.525735,-0.137409
E02000186,RV3,Maternity,0,0,NW13AX,51.524345,-0.142166
E02000186,RV3,General & Acute,67.913043,73.880435,NW13AX,51.524345,-0.142166
E02000186,RV3,Learning Disabilities,8.706522,10.913043,NW13AX,51.524345,-0.142166
E02000186,RV3,Mental Illness,584.880435,639.521739,NW13AX,51.524345,-0.142166
E02000192,RP4,Maternity,0,0,WC1N3JH,51.52221,-0.119924
E02000192,RP4,General & Acute,202.934783,258.706522,WC1N3JH,51.52221,-0.119924
E02000192,RP4,Learning Disabilities,0,0,WC1N3JH,51.52221,-0.119924
E02000192,RP4,Mental Illness,0.467391,5.23913,WC1N3JH,51.52221,-0.119924
E02000208,RJ6,Maternity,38.23913,61,CR77YE,51.389128,-0.108758
E02000208,RJ6,General & Acute,370.695652,428.956522,CR77YE,51.389128,-0.108758
E02000208,RJ6,Learning Disabilities,0,0,CR77YE,51.389128,-0.108758
E02000208,RJ6,Mental Illness,0,0,CR77YE,51.389128,-0.108758
E02000266,RKL,Maternity,0,0,UB24SD,51.506315,-0.358547
E02000266,RKL,General & Acute,44.369565,70,UB24SD,51.506315,-0.358547
E02000266,RKL,Learning Disabilities,0,0,UB24SD,51.506315,-0.358547
E02000266,RKL,Mental Illness,560.01087,667.913043,UB24SD,51.506315,-0.358547
E02000363,RQX,Maternity,24.98913,41,E96SR,51.550634,-0.046099
E02000363,RQX,General & Acute,185.141304,259.282609,E96SR,51.550634,-0.046099
E02000363,RQX,Learning Disabilities,0,0,E96SR,51.550634,-0.046099
E02000363,RQX,Mental Illness,0,0,E96SR,51.550634,-0.046099
E02000423,RRP,Maternity,0,0,N153TH,51.580625,-0.092097
E02000423,RRP,General & Acute,0,0,N153TH,51.580625,-0.092097
E02000423,RRP,Learning Disabilities,0,0,N153TH,51.580625,-0.092097
E02000423,RRP,Mental Illness,478.456522,512.315217,N153TH,51.580625,-0.092097
E02000433,RAN,Maternity,0,0,HA74LP,51.632566,-0.310435
E02000433,RAN,General & Acute,90.271739,133.543478,HA74LP,51.632566,-0.310435
E02000433,RAN,Learning Disabilities,0,0,HA74LP,51.632566,-0.310435
E02000433,RAN,Mental Illness,0,0,HA74LP,51.632566,-0.310435
E02000480,RF4,Maternity,46.793478,46.793478,RM70AG,51.568647,0.179031
